"date","city","name","offer","price"
"2018-06-25","Tallinn","Yui sushi burrito","Sesame Tofu bowl",5.9
"2017-11-08","Tallinn","KAI Kohvik","Lasanje",3.95
"2018-05-04","Tallinn","Mustamäe Subway","Päeva SUB - Falafel",2.65
"2018-06-06","Tallinn","Art-Salong Grao","Ljulja- Kebab",3.9
"2018-05-18","Tartu","Aardla Toidubaar","Puuviljakompott",1.4
"2018-08-14","Tallinn","Legend Kohvik","Grillitud sealiha steik",3.9
"2018-05-14","Tallinn","FREDO Köök&Baar","Lillkasa-brokkoli koorene pasta parmesani juustuga",5.5
"2017-10-16","Tartu","Ristiisa Pubi","Ahjuliha, üleküps kartul, soe kaste",3.7
"2018-05-09","Tartu","Duffy Duff pelmeenikohvik","Komplekt ( supp + praad)",4
"2017-10-27","Tartu","Ülikooli kohvik","Banaani avokaadokreem, röstitud kaerahelveste ja kirssidega",2
"2018-07-30","Tartu","Lõunakeskus Subway","Päeva SUB - sink",2.65
"2017-11-15","Tallinn","Rävala Daily","Bataadiratatouille",3.1
"2018-03-13","Tallinn","Ag cafe","Grill liha",5
"2018-07-19","Tallinn","Ag cafe","Kana-karrikaste",4.5
"2018-01-17","Tallinn","Magdaleena Cafe","Kodused kapsarullid",4.2
"2018-02-05","Tartu","Liisi Kohvik","Rootsilaud: praad, supp, salat, köögiviljad 100g",1.2
"2017-11-01","Tartu","Tartu Ränduri pubi","Magustoidud: Creme brülee",1.7
"2018-05-11","Tallinn","Sikupilli Basiilik","Kartulivorm hakklihaga, tomati- sibulasalsa rukkolaga ja magus sinepikaste",5.5
"2018-07-02","Tallinn","Bosphorus","Kana-köögiviljapada",4.5
"2018-03-14","Tartu","Tartu Kõrgema Kunstikooli kohvik","Hakklihasupp",1.5
"2018-05-22","Tartu","JOP Antonius kohvik-resto","Kanafilee ananassi-juustukattega, riis, salat",4.5
"2017-12-05","Tallinn","Mets Restoran","Mulgikapsad",3.5
"2018-06-12","Tallinn","Tähesaju Kohvik","Kohupiimavorm kisselliga",1.8
"2017-10-31","Tallinn","Mets Restoran","Küülikukoib valgeveinikastmes",5.5
"2017-10-25","Tallinn","Art-Salong Grao","Pannkook moosiga /hapukoorega 2tk",2
"2018-05-29","Tartu","Polpo","Köögivilja wrap",4.5
"2018-06-01","Tartu","Tartu Kohvik","Puuviljakissell kohupiimaga",1.7
"2018-03-21","Tallinn","Luminor Maja Daily","Vokitud juurviljad kanaga Fitlap**",1.2
"2018-05-17","Tartu","Trikster Tihane kohvik-resto","Vegan: Lasanje spinati, ""ricotta"" ja värske salatiga",4.7
"2018-04-06","Tallinn","Golden Goose","Praetud kanaliha hapukorekastmes tatraga ja salt",4
"2018-05-15","Tallinn","iO restoran","Pennte arrabiata",4
"2018-04-06","Tallinn","Rävala Daily","Juustusupp rohelise herne, kartuli, porgandi ja kapsaga",0
"2018-04-18","Tallinn","Pärnu mnt Amps","Veiseliha seentega",4.2
"2018-06-08","Tartu","Newton Kohvik","Kohvikreem vahukoorega",2
"2017-11-20","Tartu","Mandala Restoran","Peakoka erisupp",2.2
"2017-11-16","Tallinn","Reval Café Telliskivi","Kanasupp spinatiga (L)",3.2
"2017-12-01","Tartu","Reval Café Tartu","Paneeritud valge kala ahjuköögiviljade ja koorese kastmega (SG)",4.5
"2018-02-07","Tartu","V café","Juurselleri püreesupp",3
"2018-07-02","Tallinn","Saku Gastro","Kodune kalasupp",4.5
"2017-12-12","Tallinn","TTÜ peahoone Daily","Kodune hakk-kotlet",4.5
"2017-11-10","Tallinn","City Plaza","Karbonaad tomati ja küüslaugujuustuga",5.1
"2017-11-10","Tallinn","Ag cafe","Hapukapsaborš",2
"2018-03-21","Tallinn","Magistrali Bistroo","Seakarbonaad peekoniga",5.5
"2018-02-05","Tartu","Himaalaja jutud","India: Chana Masala",4.5
"2018-07-02","Tallinn","T-Kohvik","Heigifilee taignas",5.3
"2018-08-08","Tallinn","Bosphorus","Seakarbonaad seente juustuga",4.5
"2018-03-26","Tartu","Aleksander","Kana-köögiviljapada kartulikroketitega",4.45
"2018-06-25","Tallinn","Rävala Daily","Koorene kalasupp",2.2
"2018-03-14","Tartu","Kohvik Spargel","Pastinaagi- kollase porgandi kreemsupp",2
"2018-03-29","Tartu","Kohvik Paul","Praetud forell juustupaneeringus",5
"2018-06-05","Tallinn","Rävala Daily","Hautatud kanamaks köögiviljadega",4.2
"2018-06-14","Tallinn","Alter Ego restoran","Külm supp kaljaga",3.9
"2018-03-13","Tallinn","Amps Merimetsa","Koorene lõhesupp",3.2
"2018-04-19","Tartu","Vaga Mama","Nepaali: Sealiha karri",3.5
"2018-04-30","Tallinn","Prima Pizza&Pasta","Pizzalõigud erineva täidisega tk",3.2
"2018-04-05","Tartu","Luuna Kohvik","Lasanje",2.5
"2017-12-14","Tallinn","T-Kohvik","Lihaseljanka",3.6
"2018-06-06","Tallinn","iO restoran","Kalkuni šnitsel kartulipüree ja hapukurgiga",7
"2018-06-13","Tartu","Polpo","Lambafilee porgandikreemi ja kruubiga",5.9
"2018-05-08","Tallinn","Pärnu mnt Amps","Kanapüreesupp",2
"2018-08-09","Tallinn","MySushi Pirita","Värske pardiliha salat magushapu kastmega",4.5
"2018-04-04","Tallinn","Prima Pizza&Pasta","Pasta suitsukanaga",4
"2018-08-01","Tallinn","Reval Café Perh Aatriumi","Kalaseljanka hapukoorega",3.2
"2018-06-13","Tartu","Himaalaja jutud","India: Kana Tikka Masala",4.5
"2017-12-22","Tallinn","Lavendel Café","Ahjukarbonaad",4.5
"2018-04-06","Tallinn","Söökla","Omlett lisandiga",3
"2018-05-03","Tallinn","Kärbes Kitchen&Bar","Aurutatud lõhe, soe köögiviljasalat, sinepikaste, marineeritud suvikõrvits",4.5
"2018-04-18","Tallinn","MöT Kohvik","Minestrone supp",2.8
"2018-04-30","Tallinn","Must Puudel","Kana kookosepiima kastmes",5.5
"2018-07-09","Tallinn","Tatari Söögituba","Kanafilee mangoglasuuriga(G)",5.65
"2018-06-05","Tallinn","Linnateatri kohvik","Keelekaste",4.2
"2018-07-30","Tartu","KebabPizza","Nädalapizza+klaas mahla(pizzakaste,salaami,sink,ananassriivjuust)",4.2
"2018-06-25","Tallinn","Magdaleena Cafe","Juustune kartuli-köögiviljavorm",4
"2018-07-02","Tallinn","Alter Ego restoran","Basmati riis koriandri ja krevettidega",5.5
"2018-06-06","Tallinn","City Plaza","Kalkunikotletid",4.5
"2018-07-17","Tartu","Sõbra Pesa","Kotletid ahjukartuliga",3.8
"2018-05-24","Tartu","Mandala Restoran","Alu motar kartulikarri hernestega/ Potato curry with green peas",3.5
"2018-08-17","Tartu","Tartu Ränduri pubi","Lasanje, šašlõkivarras, grillvorst",4.2
"2018-05-25","Tallinn","Rävala Daily","Köögiviljahautis",3.1
"2018-06-28","Tallinn","Lasnamäe 2 Daily","Kintsuliha kuskussiga Fitlap",1.2
"2018-03-08","Tallinn","F-hoone","Värske kapsa supp",2
"2018-05-10","Tallinn","Amps Merimetsa","Borš sealihaga L",3.2
"2018-02-23","Tartu","Vapiano","Pizza - Prociutto seente või ananassiga / Diavolo / Salamet",5
"2018-04-16","Tallinn","Luminor Maja Daily","Suvikõrvitsahautis seahakklihaga**",1.2
"2018-07-19","Tallinn","Kompass","Aurutatud saidafilee",5
"2018-07-19","Tallinn","Q Bistroo","Päevasupp",2.99
"2018-06-28","Tallinn","Argentiina restoran","Grillitud kohafilee tillipesto ja ürdiköögiviljadega",5.5
"2018-03-12","Tallinn","Marii Bistroo","Sealiharull fetajuustuga",5.9
"2018-05-31","Tartu","Reeda Pagari kohvik","Pannkook maasika toormoosiga",2.5
"2018-04-23","Tartu","Sheriff Saloon","Wild West burger (180g veisehakkliha pihv, cheddar juust, jääsalat, tomat, Wild West kaste ja jogurtikaste)",5
"2018-05-10","Tallinn","TTÜ IT maja Daily","Klassikaline ratatouille",2.9
"2017-11-29","Tallinn","Reval Café Pärnu mnt","Lindströmi kotlet ahjutatra, koorese ürdikastme ja tervisliku salatiga",4.5
"2018-06-08","Tartu","Vapiano","Pasta - Pomodore emozzarella / Crema di pollo / Bolognese",5
"2018-02-20","Tartu","Reeda Pagari kohvik","Ahvenamarja kotlet, praekartul, külm kaste",3.5
"2018-02-06","Tartu","Vene Restoran Vassilissa","Forelli risotto",4
"2018-02-22","Tallinn","Tammsaare Ärikeskuse Daily","Praetud meriahven",4.2
"2018-04-26","Tallinn","Vernalia kohvik","Sealiha steik",4
"2018-01-05","Tallinn","iO restoran","Praetud pelmeenid tomatite ja tšillipipraga",5
"2017-12-22","Tallinn","KAI Kohvik","Heeringas sibula ja keedukartuliga",3.95
"2018-07-16","Tallinn","Peetri Kõrts","Grillvorstid",3.8
"2018-07-24","Tallinn","Pererestoran Seller","Sealihamedaljonid",7
"2017-12-08","Tallinn","Art-Salong Grao","Pannkook moosiga /hapukoorega 2tk",2
"2018-06-22","Tallinn","Lavendel Café","Strooganov",3.2
"2018-07-11","Tallinn","Krua","Som Tam salat kanakoibade ja riisiga",5
"2017-11-21","Tartu","Illegaard","Kanaburger basiilikujuustuga ja friikartulid või coleslaw salat",3.8
"2018-08-10","Tartu","Villa Margaretha","Grillitud sealiha sinepikastmes kartuli ja salatiga",4
"2018-06-14","Tallinn","Cubanita Live Cafe","Koorene lõhesupp",2.8
"2017-12-22","Tallinn","Perrooni Kohvik","Kohupiima-marjakook",2
"2018-06-29","Tallinn","Luminor Maja Daily","Rassolnik veiselihaga",1.9
"2018-08-02","Tallinn","Linnateatri kohvik","Kukeseenekaste",4.5
"2018-04-17","Tartu","Lõunakeskus Subway","Päeva SUB - B,M,T",2.65
"2018-02-19","Tallinn","Krua","Kanaliha ananassiga punases karris, riis",5
"2017-12-25","Tallinn","Nõmme Pubi","Selge lõhesupp",2
"2018-04-20","Tartu","Ülikooli kohvik","Šnitsel lihakastme, kartuli ja praekapsaga",4.5
"2017-10-24","Tallinn","Kuldmokk","Ahjus küpsetatud seakaelakarbonaad kartulitambiga",6
"2018-06-15","Tallinn","Argentiina restoran","Päevasupp",3
"2017-12-07","Tallinn","Chapters Boutique Cafe","Mereahven, spargli- kartulipüree, tartar kaste, redisesalat",4.8
"2018-02-19","Tallinn","Lavendel Café","Loomaliharull",4.5
"2017-12-04","Tartu","Kohvik Spargel","Lillkapsa-juurselleripüreesupp",2
"2017-11-24","Tartu","Kohvik Spargel","Sealiha šnitsel valgeveinikastmes, keedukartul, aurutatud aedviljad, kapsa-porgandisalat, leib, sai, maitsevõi, kannuvesi",4.5
"2018-05-30","Tallinn","Kochi Aidad","Kana-munanuudlisupp",2.5
"2017-11-08","Tallinn","Bibikohvik","Broilerikintsuliha porru ja sinihallitusjuustuga",4.5
"2018-06-06","Tallinn","Hobujaama Subway","Päeva SUB - Fajita kana",2.65
"2017-12-07","Tallinn","Bonaparte Bistroo","Frikadelli supp spinati ja praemunaga",3
"2018-07-11","Tallinn","MöT Kohvik","Kanakaste seentega",4.5
"2018-05-29","Tartu","KebabPizza","Nädalapizza+klaas mahla(pizzakaste,sink,päikesekuivatatudtomatid,rukoka,riivjuust)",4.2
"2018-02-01","Tartu","Kivilinna kohvik","Sealiha-tatra panniroog",2.4
"2018-07-31","Tallinn","Restoran Nipernaadi","Baklažaan feta juustu ja lihapallidega ja porgandi toorsalat: MELITZANES PAPOUTSAKIA",5.8
"2018-03-16","Tartu","Polpo","Täidetud cannellonid hakkliha ja juustuga",4.5
"2018-05-23","Tartu","Pierre","Frikadellisupp",2.5
"2018-08-07","Tallinn","Mustikas Kohvik","Seljanka",2.3
"2018-05-08","Tallinn","F-hoone","Küpsetatud sealiha, hapukapsas peekoniga, koore-tüümianikaste ja värske salat",3.9
"2018-02-09","Tallinn","Lavendel Café","Mereannipasta",3.2
"2018-06-04","Tartu","Asian Chef","HIINA. SHANGHAI CHICKEN * Kanafilee seente, pähklite ja roheliste aedviljadega austrikastmes",3.4
"2018-01-17","Tallinn","Malltop Restoran","Karamelli-pähkikook",2.5
"2017-10-23","Tartu","Hot Pot","HOT & SOUR CHICKEN SOUP *** Vürtsikas ja tihke kanasupp aedviljadega",2.5
"2017-11-09","Tallinn","Beer Garden","Kiievikotlet, kartuli püree ja toorsalatiga",4.8
"2018-04-06","Tallinn","Järve Amps","Pilaff nuudlite ja sealihaga",3.5
"2018-08-09","Tallinn","Pärnu mnt Amps","Vürtsikas kikerherne-läätsesupp",2
"2018-01-18","Tallinn","Kitchen Rõõm","Seašašlõkk Josper söeahjust",5
"2018-07-06","Tartu","Kohvik Paviljon","Creme brulee",2.1
"2017-11-07","Tallinn","Järve Amps","Taignas heigifilee",4
"2018-04-06","Tallinn","FREDO Köök&Baar","Täisterapasta köögiviljadega tomatikastmes",5.5
"2018-02-08","Tallinn","Legend Kohvik","BBQ Sealiha keedukartuliga",3.9
"2018-07-09","Tallinn","Tähesaju Kohvik","Pikitud sealiha",5.4
"2017-12-14","Tallinn","Kohvik Sõbrad","Köögivilja Bolognese",4.2
"2017-12-07","Tallinn","F-hoone","Searibi värske salati ja adžika kastmega",3.9
"2018-04-04","Tallinn","MySushi Vilde","Azuma maki-8tk (hiidkrevett, lumekrabi, philadelphia) + Tempura Krabi ja Lõhe maki-8tk (philadelphia, lumekrabi, lendkalamari, lõhe)",8.88
"2018-08-16","Tallinn","Mustikas Kohvik","Pelmeenid",4.4
"2018-04-30","Tallinn","MySushi Stockmann","Sous Bois (40gr)",1.9
"2018-04-05","Tartu","Reval Café Tartu","Kikerhernepallid karrise kuskussi, kookosekastme ja kurgi-porgandisalatiga",4.5
"2017-11-16","Tallinn","Al Mare Grill","Kodune frikadellisupp",2.6
"2018-03-30","Tartu","Vaga Mama","Hiina: Krõbe lambaliha soja-oa kastmes",3.5
"2017-12-11","Tallinn","Umami Resto","Krõbe kana karrise köögivilja riisi ja kapsasalatiga",5.9
"2018-07-04","Tartu","ERMi kohvik Pööriöö","Sealiha-hapukurgisupp koorese leemega",3
"2018-04-09","Tartu","Eesti Maaülikooli Daily","Bolognesekaste",2.2
"2018-06-28","Tallinn","Tatari Söögituba","Hõrgutav sealiha(L,G)",5.65
"2018-01-23","Tallinn","Amps Merimetsa","Sealiha sinepi-porrukastmes",5.2
"2018-05-21","Tallinn","Tammsaare Ärikeskuse Daily","Kodune hakklihakaste",1.9
"2018-02-14","Tallinn","Amps Merimetsa","Kruubipuder peekoni ja seentega",3.5
"2017-12-13","Tartu","Rebase Söögituba","Andaluusia kanasupp",1.6
"2018-03-19","Tallinn","Lavendel Café","Guljašš",3.2
"2018-05-21","Tallinn","Prima Pizza&Pasta","Pasta baklažaani ja mozzarellaga",4
"2017-11-09","Tallinn","Lasnamäe 2 Daily","Mee ja sinepiga kana poolkoivad köögiviljadega Fitlap",2.9
"2018-06-05","Tallinn","Cubanita Live Cafe","Kalkunišašlõkk",3.9
"2018-03-22","Tallinn","iO restoran","Praetud pelmeenid tomatite ja tšillipipraga",5
"2018-03-14","Tartu","Tartu Kõrgema Kunstikooli kohvik","Kana- aedviljapada",2.6
"2017-12-05","Tallinn","Butterfly Lounge","Verivorst hapukapsa ja ahjukartuliga ning pohlasalat",5.5
"2018-03-23","Tallinn","KAI Kohvik","Lõhesupp",1.95
"2017-11-17","Tallinn","Apelsini Raudtee Resto","Magustoiduks klassik - CREME BRULE",2.5
"2017-10-18","Tartu","Polpo","Sea minikoot, bataadipüree/ roheline aeduba",5.9
"2018-05-01","Tartu","Sepa Kohvik","Ahjustrooganov köögiviljapüreega",2.6
"2018-08-03","Tartu","Kolm Tilli","Veiseliha burger bataadifriikate ja gorgonzola kastmega",4.8
"2018-01-17","Tallinn","Nipernaadi Restoran","Päevadessert",2.5
"2018-01-12","Tartu","Kohtu Kohvik","Paneeritud Kanafileesnitsel",3.5
"2018-05-09","Tartu","Sheriff Saloon","Sealiha peekoni ja juustuga + sidrunikook , kohv/tee",4.9
"2018-02-22","Tallinn","Reval Café Pärnu mnt","Peekonis kanakintsiliha valge veini kastme, mustade läätsede ja sooja aedviljasalatiga (SG)",4.5
"2018-03-29","Tartu","Sheriff Saloon","Kanafilee juustukartulitega + kakaokook; kohv/tee*",4.9
"2018-02-15","Tallinn","Foodproff Bistroo","Frikadellisupp",2.5
"2017-10-31","Tallinn","Malltop Restoran","Sealiha sibula ja juustuga",4.5
"2018-07-11","Tallinn","Magdaleena Cafe","Kanapasta",4.8
"2018-06-25","Tallinn","Reval Café Viimsi","Lillkapsapüreesupp praetud peekoni ja krutoonidega (SG)",3.2
"2018-03-08","Tallinn","Tööstushariduskeskuse Daily","Veiselihaguljašš",2.7
"2017-11-23","Tartu","Kohtu Kohvik","Seasnitsel",3.8
"2018-05-03","Tallinn","Järve Amps","Kanarull singi-juustutäidisega",5.6
"2018-08-10","Tartu","Villa Margaretha","Täidetud pannkoogid singi ja juustuga",3
"2017-11-20","Tartu","V café","Jogurtimarinaadis kana cous-cousi ja avakaadokreemiga",6
"2018-03-19","Tallinn","TTÜ 4 korpus Daily","Kanapajaroog viinamarjadega",3.5
"2018-07-31","Tallinn","Tammsaare Ärikeskuse Daily","Vegan lasanje**",1.2
"2018-01-24","Tallinn","Magistrali Bistroo","Kanafilee peekoniga",5.2
"2018-01-24","Tallinn","Mustikas Kohvik","Küpsetatud ahjuforell",5.9
"2018-07-11","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Saksa grillvorstipada",4.8
"2018-08-14","Tallinn","Nimeta Baar & Grill","Honk-Kong kana nuudlid+kohv/vesi",3.5
"2018-06-27","Tartu","Hektor Cafe","Vegan lasanje maapähkli-tomatikastme ja grillsalatiga",4
"2018-03-07","Tallinn","Pulcinella Itaalia Restoran","Pitsa salaami või singiga",4
"2017-11-13","Tallinn","Vernalia kohvik","Kana pekingi moodi",3.6
"2018-05-04","Tallinn","Järve Amps","Risoto muna ja köögiviljadega",3.5
"2017-12-07","Tallinn","Galerii kohvik & bistroo","Aurutatud köögiviljad",2.8
"2017-11-22","Tallinn","Nõmme Pubi","Seašnitsel küüslaugukartuli või tatraga ja coleslaw salatiga",3.8
"2018-05-16","Tartu","Cafe Shakespeare","Aedviljasupp kanaga *",2.6
"2018-04-06","Tallinn","More Cafe","Värske salat heeringafilee, kartuli ja kodujuustukastmega",5.9
"2018-01-05","Tallinn","Magistrali Bistroo","Kanafilee juustuga",5.2
"2018-02-28","Tartu","Pierre","Pikkpoiss, kuskuss ja koorekaste",4.5
"2018-08-17","Tartu","Aleksander","Guljašš",4.45
"2018-06-06","Tallinn","Malltop Restoran","Paneeritud kanafilee",5.5
"2017-12-27","Tallinn","Bonaparte Bistroo","Porgandi-kikkerherne kotlet ahjukartuliga",5
"2017-12-22","Tallinn","Bonaparte Bistroo","Talupojasupp pardiliha ja köömnega",3
"2017-11-27","Tartu","Werner","Frikadellisupp",2.5
"2017-12-20","Tartu","Kotka Kelder","Ahjupeekon verivorstiga väike/suur",3.3
"2018-01-04","Tallinn","Nõmme Pubi","Selge lõhesupp",2
"2018-02-06","Tartu","Aleksander","Sealihapada shampinjonidega",4.45
"2017-12-22","Tallinn","Kalevi Jahtklubi Resto","Basiiliku-tomati-krevetipasta",4.5
"2018-08-01","Tallinn","Cafe Lyon Meistri","Kanašnitsel ahjujuurikate, värske salati ja rohelise sibula majoneesiga",6.5
"2018-01-10","Tartu","Polpo","Paneeritud kotlet musta riisi ja paprika kastmega",5.9
"2018-06-22","Tallinn","Tark Catering","Grill tortilla kana, ananassi ja sinihallitusjuustuga",3.5
"2017-12-07","Tallinn","Gelsomino pizzeria","Soome kalasupp",4
"2017-12-06","Tallinn","Magdaleena Cafe","Ahjukarbonaad ürtidega",5
"2017-11-02","Tartu","Villa Margaretha","Keefirimarinaadis kodune šašlõkk",3.75
"2018-03-23","Tallinn","Viktus Kohvik","Kreemine tomatisupp kookospiimaga",2.9
"2018-02-19","Tallinn","Nimeta Baar & Grill","Kana Oyster kastmes riisiga+kohv/vesi",3.5
"2017-12-08","Tallinn","Kärbes Kitchen&Bar","Grillitud kalkunifilee ürdiriisi, seenekastme ja marineeritud peedisalatiga",4.5
"2017-10-27","Tartu","Osteria Rustico","Vürtsikas hakklihaköögiviljaga supp",2.5
"2018-05-07","Tallinn","KAI Kohvik","Kanakarri",3.95
"2018-08-08","Tallinn","Akbana India Restoran","Kanafileeribad küpsetatud paprika, seened, sibulga ja garneeritud värske koriandriga",5
"2018-02-08","Tallinn","Veski Kõrts","Ühepajatoit kanalihaga",3.1
"2017-10-17","Tartu","Fii Restoran","Pikalt küpsenud sea minikoot õllekastmega",6
"2018-06-06","Tallinn","Kohvik Coriander","Sealiha küüslaugukastmes jasmiiniriisiga",4.99
"2018-01-05","Tallinn","Al Mare Grill","Kiievi kotlet kanarinnafileest",5.7
"2018-02-02","Tartu","Ristiisa Pubi","Üleküps.kartul, broilerifilee juustukattega, külm kaste",3.7
"2017-12-14","Tallinn","Rävala Daily","Bolognesekaste",4
"2017-11-15","Tallinn","City Plaza","Kana-lillkapsasupp",4.4
"2018-02-21","Tartu","Kotka Kelder","Supi-desserdibuffet",3.8
"2017-11-23","Tartu","Sheriff Saloon","Grill-liha küüslaugukartulitega + kohupiimakreem puuviljadega; kohv/tee",4.9
"2018-08-07","Tallinn","Apelsini Raudtee Resto","Zucchini carpaccio feta juustuga",4.5
"2018-01-09","Tallinn","Pärnu mnt Amps","Frikadellikaste",3.5
"2017-12-29","Tallinn","Mustikas Kohvik","Seljanka",2.3
"2017-12-27","Tallinn","Marii Bistroo","Kanasnitsel + Maius",6.2
"2018-02-16","Tartu","Hektor Cafe","Köögiviljakotlet kartulipüree ja värske salatiga(vegan)",4
"2018-08-15","Tartu","Kohvik Rabarber","Köögivilja-lehtkapsapüreesupp",2
"2018-04-24","Tallinn","TKTK Amps","Tikka masala kanaga",2.95
"2018-05-21","Tallinn","Sileri Köök","Hakkliha-nuudlisupp",2
"2017-10-25","Tallinn","Galerii kohvik & bistroo","Kana-nuudlisupp",2.7
"2017-12-13","Tartu","Aleksander","Ühepajatoit",4.45
"2018-05-30","Tallinn","Reval Café Müürivahe","Selge lõhesupp (L)",3.2
"2018-03-12","Tallinn","TTÜ Keemiainstituudi Daily","Praetud sealiha aedviljadega",3.5
"2018-08-16","Tallinn","iO restoran","Tagliatelle lõhega",6
"2018-01-29","Tallinn","Ubin bistroo","Meriahven seemne paneeringus",5.5
"2018-05-15","Tallinn","TEXAS Honky Tonk & Cantina","JUUSTUBURGER VEISEKOTLETIGA coleslaw & kypsekartulitega",4.99
"2018-05-15","Tallinn","NoKu","Praekartul muna-peekonikastmes",5
"2018-08-09","Tallinn","Black Mount pubi","Õunakook",1.2
"2018-01-17","Tallinn","Mets Restoran","Pelmeenisupp",2.6
"2018-04-05","Tartu","Restoran Tšehhov","Peekonis valge kala riisi ja aurutatud köögiviljadega",4.5
"2018-04-26","Tallinn","TTÜ peahoone Daily","Lasanje suvikõrvitsa ja tomatitega",2.9
"2018-07-13","Tallinn","Magdaleena Cafe","Koorene sealihakaste",4.5
"2018-04-24","Tallinn","MySushi Mere puiestee 4","Velute (25gr)",1.5
"2017-11-30","Tallinn","Marii Bistroo","Seasnitsel",6.5
"2018-05-14","Tallinn","Tammsaare Ärikeskuse Daily","Suvikõrvitsahautis seahakklihaga",3.8
"2018-08-08","Tallinn","Tammsaare Ärikeskuse Daily","Aedviljakarri kikerhernestega**",1.2
"2017-11-10","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Täidetud kanafilee kreveti, feta juustu ja värske tilliga",5.7
"2017-12-19","Tallinn","Grenka Kohvik","Kohafilee + kuskus, basilikukaste",6.5
"2018-05-25","Tallinn","City Plaza","Veiseliha-paprikapada",5
"2017-12-11","Tallinn","Vernalia kohvik","Püreesupp",2
"2018-06-18","Tartu","Duffy Duff pelmeenikohvik","Kanašnitsel+ ahjukartul+salat",3.5
"2018-01-09","Tallinn","Veski Kõrts","Kanakarri - väike",3.1
"2018-07-11","Tallinn","Magistrali Bistroo","Seljanka",2.4
"2018-01-30","Tallinn","Amps Merimetsa","Kalkun teravas karrikastmes (aasiapärane)",4.9
"2018-04-26","Tallinn","Cubanita Live Cafe","Borš",2.8
