"date","city","name","offer","price"
"2018-02-26","Tallinn","T-Kohvik","Nuudlid köögiviljadega",3.5
"2017-12-07","Tallinn","Black Mount pubi","Kanafileestrogonov",3.4
"2018-02-19","Tallinn","Amps Merimetsa","Köögivilja-läätsehautis T,L",4.6
"2018-01-22","Tallinn","Pärnu mnt Amps","Hapukapsasupp",2.2
"2018-06-28","Tallinn","Amps Merimetsa","Suitsukana-sellerikreemsupp",3.2
"2018-04-05","Tartu","Emajõe Pruulikoda","Kalasupp sulajuustuga",2.5
"2017-12-18","Tallinn","Art-Salong Grao","Kanakintsuliha paprikaga",3.9
"2017-10-30","Tallinn","Pärnu mnt Amps","Kukeseenepüreesupp",2
"2018-04-23","Tartu","Tartu Kõrgema Kunstikooli kohvik","Kanaklimbisupp",1.5
"2018-04-23","Tartu","Red Chilli","Kikerherne masala***",3.8
"2018-04-06","Tallinn","Reval Café Kumu","Kõrvitsapüreesupp",3.2
"2018-02-28","Tartu","DuNord Liivi 2 TÜ õppehoones","Guljašš sealihast hapukoorekastmes",3
"2017-11-29","Tallinn","T-Kohvik","Aurutatud lõhefilee",6.3
"2018-04-16","Tallinn","Lavendel Café","Üleküpsetatud sealiha",4.5
"2017-12-22","Tallinn","Reval Café Rävala","Verivorst peekoni, mulgikapsa, keedukartulite ja pohlamoosiga",4.5
"2018-04-17","Tartu","Umb Roht","Vürtsikas pasta tomatikastmega",5
"2018-04-04","Tallinn","Rotermanni Basiilik","Kanapitsa ananassi ja kitsejuustuga",8.5
"2017-12-21","Tallinn","Kohvik Tüll","Kanafilee kookosepaneerigus",4.5
"2018-08-17","Tartu","Gustav Gastro Cafe","Hakklihasupp ubadega",2.6
"2018-02-12","Tartu","Villa Margaretha","Paneeritud kanaliha kartuli ja salatiga",3.75
"2018-02-19","Tallinn","Art-Salong Grao","Kalkunilha juustuga",3.9
"2018-07-09","Tallinn","Reval Café Telliskivi","Virsiku-jalopenotäidisega kanafilee riisi ja õuna-porgandisalatiga",4.5
"2018-08-01","Tallinn","iO restoran","Spaghetti krevettide suvikõrvitsa ja tomatitega",7
"2017-12-13","Tartu","Big Ben Pubi","Hakk-kotlet, kartulipüree, tomatikaste, grillsalat",3.7
"2018-02-21","Tartu","Kohtu Kohvik","Lillkapsasupp kanaga",1.3
"2018-07-11","Tallinn","FREDO Köök&Baar","Kana šašlõkk, köögivilja risotto, kodune adžika",5.5
"2017-12-21","Tallinn","T-Kohvik","Kodujuustukaste tomati ja kurgiga",3.3
"2018-05-09","Tartu","Tartu Bitestop Subway","Päeva SUB - Fajita kana",2.65
"2017-12-29","Tallinn","Lounge Hall","Riis, kartulipüree, küpsetatud kartul, tatar, friikartulid",0
"2018-03-23","Tallinn","Audentese Spordikeskuse Daily","Apelsinimaitseline kanafilee",3.8
"2018-04-04","Tallinn","Sileri Köök","Sealihaguljass",3.5
"2018-02-12","Tartu","Aardla TOIT","Praad+supp",5
"2017-10-26","Tallinn","Tähesaju Kohvik","Guljašš",3.5
"2017-12-25","Tallinn","Lavendel Café","Ahjukarbonaad",4.5
"2018-05-02","Tallinn","Järve Amps","Hakklihakaste",3.5
"2018-03-08","Tallinn","Magdaleena Cafe","Kanarull päikesekuivatatud tomati ja toorjuustuga",5.1
"2017-11-15","Tallinn","Ancho","Seened guajillo kastmes, avokaado riisiga",4.5
"2018-07-23","Tallinn","Vernalia kohvik","Hautatud kalkunikintsuliha porgandiga",3.6
"2018-08-10","Tartu","Aardla Toidubaar","Marjakissell vahukoorega",1.4
"2017-12-05","Tallinn","Babulja kohvik-kokteilibaar","Kookospiimaga mereannisupp",2
"2018-05-16","Tartu","Kohvik Pööre","Brüleekreem",1.5
"2018-02-23","Tartu","JOP Antonius kohvik-resto","Pasta bolognese",4.5
"2018-05-21","Tallinn","Kitchen Rõõm","Seašašlõkk Josper söeahjust",5
"2017-11-08","Tallinn","Magdaleena Cafe","Kartuli porgandigratään",3.9
"2018-08-08","Tallinn","Amps Merimetsa","Ahjuköögiviljad sinihallitusjuustuga",4.6
"2018-03-12","Tallinn","Fahle restoran ja Caffe","Kana-karrikaste kuskussiga",6.5
"2018-01-12","Tartu","Fasters Grill-Buffee","Värskekapsasupp 100g",0.69
"2017-12-21","Tallinn","Tammsaare Ärikeskuse Daily","Oad ja aedviljad peperoni kastmes",1.2
"2018-02-23","Tartu","Newton Kohvik","Kama kohupiimavaht pohlamoosiga",2
"2018-04-10","Tartu","Sheriff Saloon","Nemo burger (Lõhepihv, marineeritud kurk, frillice salat, röstitud sibul, sidrunimajonees ja tomatisalsa) + nachod",8.3
"2018-07-24","Tallinn","Mustikas Kohvik","Hakkliha-kapsapada kruupidega",3.3
"2017-11-29","Tallinn","Magistrali Bistroo","Seasnitsel",6.5
"2017-11-08","Tallinn","Elsa - Nõmme Jaamarestoran","Keefiritissike , pohla-džinnikaste",3.5
"2018-08-16","Tallinn","Sileri Köök","Tõhus värskekapsasupp",2
"2018-06-28","Tallinn","Sileri Köök","Hakklihasupp peekoniga",2
"2018-06-29","Tallinn","Vernalia kohvik","Ahjukarbonaad musta ploomi ja küüslauguga",4.2
"2018-05-30","Tallinn","MySushi Stockmann","Saigoni tempura köögiviljad magushapu kastmes hiidkrevettidega",5.5
"2018-05-28","Tartu","Kohvik Paviljon","Frikadellisupp",2
"2018-05-25","Tallinn","Hobujaama Subway","Päeva SUB - Falafel",2.65
"2018-07-30","Tartu","Pierre","Lõhelasagne, koorekaste",4.5
"2017-12-21","Tallinn","Ubin bistroo","Kanakintsuliha keefirimarinaadis",4.8
"2018-07-09","Tallinn","Lasnamäe 2 Daily","Baklažaanihautis",1.2
"2018-07-12","Tartu","Sõbra Pesa","Kodune seljanka",2.2
"2017-11-14","Tartu","KebabPizza","Kana-feta salat",4
"2018-04-12","Tallinn","TTÜ IT maja Daily","Aedviljasupp",1.2
"2018-04-03","Tartu","Kotka Kelder","Värskekapsasupp väike/ suur",2
"2018-04-19","Tartu","DuNord Puusepa 1a Maarjamõisa polikliinikus","Klassikaline hakklihakaste",3
"2018-07-02","Tallinn","iO restoran","Tursafilee lillkapsaga koorekastmes",7
"2018-03-01","Tartu","Kohvik Paul","Kapsarull",4.2
"2017-11-22","Tallinn","Pulcinella Itaalia Restoran","Pasta bolognese",4.5
"2018-01-18","Tallinn","Nimeta Baar & Grill","Magus hapu kala Riisiga+vesi/kohv",3.5
"2018-04-12","Tallinn","Rävala Daily","Bataadi - hakklihapada Fitlap",4.2
"2018-02-06","Tartu","Kohvik Spargel","Tomati-oasupp",2
"2018-05-25","Tallinn","Saku Gastro","Borš",3.5
"2018-08-14","Tallinn","Helios Söögituba","Frikadellisupp",1.95
"2018-05-16","Tartu","Kohvik Spargel","Artishoki püreesupp",2
"2018-07-05","Tartu","Restoran Tšehhov","Küpsetatud lõhefilee pestokastme ja aurutatud köögiviljadega",4.5
"2017-12-08","Tallinn","Järve Amps","Praetud kanamaks sibulaga",3.5
"2018-06-25","Tallinn","Kristiine Bistroo","Hakklihakaste",3.95
"2018-07-12","Tartu","Cafe Truffe","Teryaki lõhefilee, porgandikreem, ahjukartul, wakame salat",5
"2018-04-06","Tallinn","Tatari Söögituba","Praetud heigifilee(G)",5.35
"2018-03-16","Tartu","Mandala Restoran","Krõbe kana meega",3.5
"2018-06-25","Tallinn","Ag cafe","Veiseliha stroganov",4.5
"2018-02-20","Tartu","Red Chilli","Spinati paneer **",3.7
"2018-05-10","Tallinn","iO restoran","Kanasupp",4
"2018-07-09","Tallinn","Golden Goose","Kanašnitsel ahjukartuliga /riisiga ja toorsalat",4
"2018-06-26","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Hakklihabiifsteek praemuna-tilliga",4.8
"2018-04-13","Tartu","Kohvik Paviljon","Rassolnik",2
"2018-05-11","Tallinn","Galerii kohvik & bistroo","Hapukapsasupp",2
"2018-05-04","Tallinn","Akbana India Restoran","Ahjus küpsetatud kanafileetükid",4.5
"2018-08-07","Tallinn","More Cafe","Hakklihaga täidetud baklažaanid",5.4
"2018-01-08","Tartu","Tartu Kõrgema Kunstikooli kohvik","Aedvilja lasanje",3.2
"2018-04-16","Tallinn","Vernalia kohvik","Seljanka",2.2
"2017-12-05","Tallinn","Golden Goose","Kodused kotletid ,ahjukartul ja värske salat",3.5
"2018-05-21","Tallinn","Golden Goose","Okroška suvine külm supp(keefiri)",2.5
"2018-03-22","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Kanaliha-apelsini-ingverikaste",4.2
"2017-11-23","Tartu","Eesti Maaülikooli Daily","Köögiviljabolognese",2.4
"2017-12-14","Tallinn","Must Puudel","Chilline tofu",5
"2018-05-08","Tallinn","Nord","Kanatasku , roheline salat , kauboikartul",3.8
"2018-01-30","Tallinn","Tammsaare Ärikeskuse Daily","Magushapu kanakaste",1.9
"2018-05-25","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Kanaliha-oblikasupp",2.05
"2018-07-25","Tallinn","Restoran Platz","Okroška keefiri ja värske kevadsibulaga",4.5
"2018-02-19","Tallinn","Apelsini Raudtee Resto","Köögivilja kreemsupp suitsukanaga",3.9
"2018-08-07","Tallinn","Bosphorus","Kanafilee ananassi juustuga",4.5
"2018-04-10","Tartu","ERMi kohvik Pööriöö","Põhiroad: kanakotletid juustuga, grillitud kana poolkoivad ürdimarinaadis, sealiha ahjupraad, sealihahautis köögiviljadega, grillvorstid,",7
"2018-02-14","Tallinn","Tokyo55","Hiidkrevtt, avokado, tomat, kreemjuust, frilise salat, wassabi masago, 8 tk",6.44
"2017-11-10","Tallinn","TKTK Amps","Värskekapsasupp lambalihaga",1.4
"2017-11-08","Tallinn","Nõmme Pubi","Kalasupp",2
"2018-04-16","Tallinn","Argentiina restoran","Grillitud sealihavarras Argentiina kartuliga",5.5
"2018-04-06","Tallinn","TTÜ Keemiainstituudi Daily","Küpsetatud meriahvenafilee",4.5
"2018-07-11","Tallinn","Kompass","Magus-hapu kana",5
"2018-06-13","Tartu","Red Chilli","TAI: Massaman Curry Pork*",4
"2018-03-22","Tallinn","Lucca Restoran","Ahjus küpsetatud lõhefilee pesto - kartulipüree ning koorekastmega",5.5
"2018-05-21","Tallinn","Restoran Masha","Valge kala metsikuriisi, tartar kastme ja värske salatiga",3.95
"2018-01-05","Tallinn","Restoran Platz","Kapsahautis hakkliha ja keedukartuliga",5.5
"2018-02-20","Tartu","Kohvik Paul","Hakklihakaste",3.9
"2018-07-02","Tallinn","MySushi Mere puiestee 4","Alaska maki-4tk (avokaado, lumekrabi, kurk, lendkalamari, lõhe) + Kamisama küpsetatud maki-4tk (lumekrabi, philadelphia, lõhe, mozzarella, terav kaste)",5.5
"2018-04-26","Tallinn","Al Mare Grill","Veisemaksastrogonov",4.8
"2018-01-02","Tallinn","Tähesaju Kohvik","Seljanka",2.8
"2018-05-25","Tallinn","Restoran Platz","Sealihaplov tomati-kurgisalatiga",6
"2018-05-25","Tallinn","Kopli Restoran","Veiselihašnitsel bataadifriikad ja marineeritud sibula - peedi salat",5
"2018-01-23","Tallinn","Järve Amps","Üleküpsetatud heigifilee sibula ja juustuga",4.2
"2018-05-21","Tallinn","Tark Catering","Kodune keks sukaatidega",2
"2017-10-20","Tartu","Krempel Kohvik","Lillkapsa-bataadi püreesupp šampinjonidega",3.5
"2018-06-25","Tallinn","Black Mount pubi","Seašašlõkk",3.9
"2018-01-29","Tallinn","Mets Restoran","Böfstroganov",4.1
"2018-02-14","Tallinn","NO99","Tom Kha",3.5
"2018-04-30","Tallinn","Marii Bistroo","Kanašnitsel juustus",6.4
"2017-11-17","Tallinn","Järve Amps","Kodune seljanka",2.2
"2017-12-19","Tallinn","Bibikohvik","Kung Pao kana",4.5
"2018-03-13","Tallinn","Rucola","Päevadessert: Rummipall",1
"2018-01-09","Tallinn","Nõmme Pubi","Kanafilee tomatiga kõrvale riis ja kaalika-porgandisalat",3.8
"2017-11-30","Tallinn","Sileri Köök","Kaelakarbonaad šampinjoni-sibulakastmes",3
"2018-01-17","Tallinn","ENZO Cafe & Restaurant","Frikadellisupp",3.2
"2018-03-12","Tallinn","Vernalia kohvik","Kapsa-hakklihahautis",3.4
"2018-03-19","Tallinn","Q Bistroo","Päevasupp",2.99
"2018-07-02","Tallinn","Tatari Söögituba","Kanafilee juustu-mandlikattega(L)",5.65
"2017-11-22","Tallinn","Fe Kohvik","Snitsel, ahjukartul, värske salat",4.3
"2018-04-25","Tartu","Polpo","Šnitsel koorese kartuli ja salatiga",5.9
"2018-05-25","Tallinn","Rataskaevu 16","Kana köögiviljade ja valge veini kastmega",6
"2018-01-25","Tartu","Aardla TOIT","Praad+magustoit",5
"2018-04-27","Tallinn","Pärnu mnt Amps","Ahjulõhe teryaki glasuuriga",6.5
"2018-03-22","Tallinn","More Cafe","Värske salat Prosciutto singi ja parmesaniga",5.9
"2017-12-14","Tallinn","Babulja kohvik-kokteilibaar","Suitsukanasupp",2
"2018-04-30","Tallinn","TTÜ 4 korpus Daily","Kalkuni- karrikaste virsikutega (päevapraad)",2.3
"2018-04-09","Tartu","Kohtu Kohvik","Paneeritud Kanafileesnitsel",3.5
"2018-03-22","Tallinn","Lavendel Café","Seljanka",1.4
"2018-05-08","Tallinn","iO restoran","Kalkuni šnitsel kartulipüree ja hapukurgiga",6
"2018-06-18","Tartu","Mandala Restoran","Krõbe kana meega /Crispy honey chicken",3.5
"2018-06-25","Tallinn","Apelsini Raudtee Resto","Selge kalasupp",3.9
"2018-03-26","Tartu","Illegaard","Jahimehe burger friikartulite või coleslaw salatiga",3.8
"2018-07-13","Tallinn","Sileri Köök","Kotlet pealt küpsetatud singi-juustuga",3.5
"2017-12-11","Tallinn","Veski Kõrts","Šegedi guljaš",3.1
"2018-07-25","Tallinn","Lasnamäe 2 Daily","Külmsupp marineeritud peedi ja keefiriga",2
"2017-12-22","Tallinn","Foodproff Bistroo","Sealihapada",3.5
"2018-03-22","Tallinn","Foodproff Bistroo","Teriyaki kanafilee",4
"2018-05-25","Tallinn","Helios Söögituba","Hakkbiifsteek munaga",5.1
"2018-04-11","Tartu","Vaga Mama","Hiina: Magus-hapu sealiha",3.5
"2017-11-03","Tartu","Kohtu Kohvik","Kana-Makaronisupp",1.3
"2017-10-13","Tallinn","Kohvik Sõbrad","Lõhe-köögiviljasupp",2.8
"2018-03-08","Tallinn","Magdaleena Cafe","Pelmeenisupp",2
"2018-06-25","Tallinn","Rävala Daily","Heigifilee muna-juustukattega",4.9
"2017-12-06","Tallinn","Magdaleena Cafe","Koorene sealihakaste",4.5
"2017-12-14","Tallinn","Perrooni Kohvik","Sealiha sibula-metsaseenekastme, ahjukartuli ja porgandi-suitsujuustusalatiga",4.3
"2018-07-10","Tallinn","Kristiine Bistroo","Kana-lillkapsasupp",2
"2018-06-13","Tartu","Lõunakeskus Subway","Päeva SUB - Fajita kana",2.65
"2018-04-02","Tallinn","TTÜ 4 korpus Daily","Pasta kergelt praetud aedviljadega",2.9
"2018-03-07","Tallinn","Restoran Masha","Veisemaksakaste, serveeritud tatra ja köögiviljasalatiga",3.95
"2018-04-04","Tallinn","Kitchen Rõõm","Maksa strogonov",4
"2018-02-26","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Grillitud kanafilee mango-jalapeno marinaadis",5.95
"2018-03-08","Tallinn","Poska kohvik","Lasanje",4.5
"2017-11-07","Tallinn","Rucola","Päevapraad: BBQ marinaadis seasisefilee polentakreemi, pärlsibula ja pohladega",6.9
"2018-06-13","Tartu","Emajõe Pruulikoda","Värskekapsasupp",2.5
"2018-01-03","Tallinn","Restoran Sardiinid Pirital","Pilaf kalkunilihaga",5.5
"2017-12-21","Tallinn","TTÜ peahoone Daily","Läätse - oapada (vegan) Fitlap",2.9
"2018-03-28","Tartu","Meat Market","Täna üllatame teid burritoga, mis täidetud sealiha ja riisiga. Kõrval värske salat ja külm kaste.",5.9
"2018-05-29","Tartu","Duffy Duff pelmeenikohvik","Komplekt ( supp + praad)",4
"2018-07-23","Tallinn","MySushi Mere puiestee 4","Krõbe kana teravas meekastmes ananassi ja roheliste hernestega",5.9
"2018-03-12","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Köögiviljapüreesupp toorjuustuga",2.7
"2017-11-09","Tallinn","Kohvik Tüll","Kala-riisisupp parmesani juustuga",1.4
"2017-12-06","Tallinn","Lounge Hall","Päevapraad 1: Kiievi kotlett",5
"2018-01-24","Tallinn","Pärnu mnt Amps","Lillkapsapüreesupp",2
"2018-02-21","Tartu","Aleksander","Azuu",4.45
"2018-03-30","Tartu","Hot Pot","TAI. MASSAMAN CURRY VEGETABLES MIX * Õrnalt vürtsikas Tai karriroog erinevate juurviljadega",4.5
"2017-11-16","Tallinn","Beer Garden","Soe šokolaadi fondant, marjakaste ja jäätisega",3
"2018-04-03","Tartu","V café","Kergelt vürtsikas koorene kanasupp",3
"2018-02-08","Tallinn","Foodproff Bistroo","Köögiviljasupp sealiha ja munanuudlitega",2.5
"2017-10-24","Tallinn","Söökla","Tuunikala-juustu-köögiviljavrapp",3.75
"2018-07-10","Tallinn","Black Mount pubi","Kiievi kotlet",3.9
"2018-06-14","Tallinn","Tark Catering","Borš kanalihaga",2.5
"2017-11-01","Tartu","Rebase Söögituba","Koorene kartuli-kukeseenevorm külm kaste",2.7
"2017-11-29","Tallinn","Reval Café Perh Aatriumi","Kodujuustu-heeringakaste kartulite ja kurgi-sibulasalatiga",4.5
"2017-11-13","Tallinn","Järve Amps","Hiina pajaroog sealihaga",3.8
"2018-04-04","Tallinn","Helios Söögituba","Praetud veisemaks sibulaga",4.75
"2018-02-19","Tallinn","Vernalia kohvik","Kana-lillkapsasupp",1.6
"2018-05-03","Tallinn","Art-Salong Grao","Komplekslõuna supp+praad",4.6
"2018-05-11","Tallinn","Ancho","Enchiladas Rojo - ahjus küpsetatud maisitortillad täidetud kanaga, kaetud chipotle kastme ja juustuga",5
"2018-02-28","Tartu","Pahad Poisid","Juustu sibulakattega sealiha, üleküpsetatud kartulite, sooja kastme ja toorsalatiga",3.7
"2018-03-19","Tallinn","Golden Goose","Kanaliha šašlõkk ,varske salat ja kaste",4.9
"2017-12-21","Tallinn","Rucola","Päevapitsa: Vürtsikas salaamipasta, sibul, ananass",5.9
"2018-06-20","Tartu","Asian Chef","INDIA. MACHHI MASALA ** Maitsestatud kalafilee indiapärases vürtsikas karrikastmes",3.95
"2017-10-26","Tallinn","Margarita Restoran","Kolme kala supp",2.5
"2017-11-08","Tallinn","TKTK Amps","Hakkliha-kapsahutis(L, G)",2.4
"2018-04-19","Tartu","Big Ben Pubi","Maisihelbe paneeringus kanašnitsel , lohukartuli , külma kastme (hapukoor ja sweet chilli) ja värske salatiga",3.9
"2017-12-12","Tallinn","Grenka Kohvik","Haugikotletid + kartulipüree, salat",6.5
"2018-01-11","Tallinn","Meat & Burger","Köögivilja pasta",4.5
"2017-12-11","Tallinn","Järve Amps","Köögiviljaborš",2
"2018-08-17","Tartu","Trikster Tihane kohvik-resto","Täidetud rullkõrvits koorese peedirisotoga",4.7
"2018-05-03","Tallinn","T-Kohvik","Sealihaguljašš",4.4
"2018-03-20","Tartu","Sheriff Saloon","Juustu burger (180g veisehakkliha pihv, 2x cheddar juust, jääsalat, western remulaad kaste)",5
"2017-11-01","Tartu","Kotka Kelder","Soe ahjulihasalat",3.8
"2018-01-09","Tallinn","Al Mare Grill","Täidetud xxl kartul rebitud bbq sealiha, suitsupeekoni, seente, sibula ja juustuga",5.3
"2018-01-22","Tallinn","Al Mare Kohvik & Bistroo (Hallivanamehe)","Aasiapärane kanasupp",2.05
"2018-03-13","Tallinn","Mustikas Kohvik","Ahjukala sibula ja majoneesiga",5.2
"2017-11-08","Tallinn","Poska kohvik","Kodune hakkliha-peekoni kaste, trühvlise kartulitambi ja kapsa-porgandi salatiga",4.5
"2018-02-21","Tartu","Peipsimaa Maitseelamused","Kohafilee Šnitsel kartulilaastude,mar sibula,mar.kurgi ja kala kastmega",4.2
"2018-01-04","Tallinn","Krua","Rad Na supp kanalihaga",4
"2018-02-16","Tartu","Entri","Kalasupp",2
"2018-08-16","Tallinn","Golden Goose","Sealiha šašlõkk ,värske salat ja kaste",4.9
"2017-11-08","Tallinn","T-Kohvik","Pikitud seakaelakarbonaad",5.4
"2017-10-13","Tallinn","Vernalia kohvik","Borš",1.6
"2018-02-22","Tallinn","Peetri Kõrts","Grillvorstid",3.8
"2018-01-04","Tallinn","Ubin bistroo","Kikerhernepallid",4.5
"2018-01-22","Tallinn","PM20","Ahjus küpsetatud kanafilee kartulipüree ja türgi ubadega",4.9
"2018-04-13","Tartu","Gustav Gastro Cafe","Gastro kalasupp",2.6
"2018-04-16","Tallinn","Restoran Platz","Parmesanikana ahjukartuli, suvikõrvitsa spageti ja koore-röstpaprika kastmega",6.2
"2018-03-09","Tartu","Pubi RP9","Puusöeahjus grillitud peekoni-juustukattega sea välisfilee ahjukartulite, sooja kastme ja kapsa-ürdisalatiga",4.2
"2018-07-17","Tartu","Lõunakeskus Subway","Päeva SUB - B,M,T",2.65
"2018-02-21","Tartu","DuNord Ringtee 25 GoBus'i majas","Kurzeme strooganov",3
"2018-04-12","Tallinn","MySushi Jakobi","Tempura Tamago ja Lõhe Maki-8 tk (philadelphia, lõhe, tamago) + Tempura Kokoro maki-8 tk (lumekrabi, philadelphia, tuunikala)",9.99
"2018-05-04","Tallinn","Sileri Köök","Kodune kotlet",3.5
"2018-05-21","Tallinn","iO restoran","Tagliatelle lõhega",5
"2018-05-29","Tartu","Aleksander","Sealiha šnitsel",4.45
"2018-05-10","Tallinn","Nõmme Pubi","Kohupiimakreem maasika toormoosiga",1.8
"2018-08-09","Tallinn","Mustikas Kohvik","Lõhefilee laimi ja ingveriga",5.9
"2018-05-22","Tartu","Gustav Gastro Cafe","Pestose juustukattega kanafilee, ürdikartulite ja kodujuustusalatiga",4.6
"2017-12-08","Tallinn","Pulcinella Itaalia Restoran","Pitsa salaami või singiga",4
"2018-03-09","Tartu","Himaalaja jutud","India: Muna karri",4.5
"2018-06-29","Tallinn","Vernalia kohvik","Seljanka",2.2
"2018-05-04","Tallinn","Art-Salong Grao","Kanamaksekaste",3.9
"2018-03-05","Tartu","Newton Kohvik","Piima- köögiviljasupp",2.2
"2018-01-15","Tallinn","TTÜ peahoone Daily","Kodune hakklihakaste",2.3
"2017-11-10","Tallinn","Prima Pizza&Pasta","Dessertide valik",2
"2018-04-06","Tallinn","Kathmandu Hill","Vegan: Kikerherned ja kartul tomatises karrikastmes",5.5
"2018-07-13","Tallinn","Restoran Lyon Viru","Grillitud kanakints taboulleh-salatiga",6.5
"2018-05-11","Tallinn","Audentese Spordikeskuse Daily","Kartulipannkook",2.8
"2017-12-25","Tallinn","Järve Amps","Kalkuni-juurviljapada",3.8
"2018-05-08","Tallinn","Mustikas Kohvik","Spinatipüreesupp",1.9
"2017-10-17","Tartu","Fasters Grill-Buffee","Värskekapsasupp, seljanka 100g",0.69
"2018-05-04","Tallinn","Luminor Maja Daily","Tuunikalalasanje",1.2
"2018-02-26","Tallinn","Linnateatri kohvik","Frikadellisupp",2.3
"2018-03-12","Tallinn","Tammsaare Ärikeskuse Daily","Itaaliapärane hakklihasupp",2.55
"2018-08-15","Tartu","Vapiano","Pasta - Pomodore emozzarella / Crema di pollo / Bolognese",5
"2018-06-28","Tallinn","Golden Goose","Loomaliha-pelmeenid seenekastmega",3.5
"2018-05-03","Tallinn","KAI Kohvik","Kanafilee ananassiga",3.95
"2018-01-19","Tallinn","Margarita Restoran","Koorene kalkunikaste köögiviljariisiga",5
"2018-06-28","Tallinn","Mets Restoran","Riisinuudliwok köögiviljadega",3.5
"2018-05-25","Tallinn","Tähesaju Kohvik","Vahukooredessert",1.2
"2018-02-16","Tartu","Polpo","Peekoni pasta köögiviljadega",4.5
"2018-03-06","Tallinn","Gelsomino pizzeria","Kanasupp",4
"2017-12-11","Tallinn","Ag cafe","Hapukapsasupp",2
"2017-10-19","Tartu","Tartu Kohvik","Rabarberikissell kohupiimaga",1.7
"2018-03-12","Tallinn","Al Mare Kohvik & Bistroo (Teaduspargi)","Gruusi-pärane sealihapada",4.8
"2017-12-18","Tallinn","Beer Garden","Õunastruudel, jäätise ja vaniljekastmega",3
"2018-05-03","Tallinn","Alter Ego restoran","Kolmekäiguline lõuna",12.5
"2018-01-25","Tartu","Umb Roht","Vürtsikad nuudlid köögiviljade, ingveri ja aasiapärase kastmega",5
"2018-08-17","Tartu","Entri","Kisitarretis vahukoorega",2
"2018-08-02","Tallinn","Alter Ego restoran","Musta tomati gazpacho",3.9
"2017-11-23","Tartu","Hektor Cafe","Soe kartulisalat (vegan)",4
"2017-12-14","Tallinn","Magdaleena Cafe","Koorene sealihakaste",4.5
"2017-12-07","Tallinn","Grenka Kohvik","Kodused pelmeenid",5.6
"2018-08-01","Tallinn","Yui sushi burrito","Vegan Gyoza",5.9
"2018-03-28","Tartu","Cafe Shakespeare","Broilerifilee päikesekuivatatud tomatite ja suitsujuustukastmega -Kooreklops",3.9
"2018-08-15","Tartu","Göök","Vaarika-kaneeli pirukas (v)",2.5
"2018-03-07","Tallinn","Nõmme Pubi","Kana ananassi-juustukattega küüslaugukartuliga ja kaalika-porgandisalatiga",3.9
"2017-12-12","Tallinn","Amps Merimetsa","Kana-kookosesupp",3.2
"2018-07-24","Tallinn","Helios Söögituba","Paneeritud kanafilee",5.8
"2018-01-15","Tallinn","Ancho","Grillitud kanafilee tomatisalsa ja juustu kattega, riisi ja värske salatiga",5
"2017-11-07","Tallinn","Al Mare Grill","Gudruni kanasupp",4.6
"2017-12-19","Tallinn","Kohvik Tüll","Hapukapsaborsh",1.3
"2017-12-07","Tallinn","Bibikohvik","Kodune kotlett mädarõika kastmes",4.5
"2017-11-20","Tartu","Fii Restoran","Nuudlid rebitud liha ja seentega",6
"2017-12-01","Tartu","Sepa Kohvik","Koorene kanastrooganov",2.6
"2017-12-18","Tallinn","Pärnu mnt Amps","Seljanka lihaga",2.2
"2018-05-10","Tallinn","Reval Café Müürivahe","Külm peedisupp (SG)",3.2
"2017-12-15","Tartu","Ristiisa Pubi","Grillitud sealiha, üleküps.kartul, sinepine külm kaste",3.7
"2017-10-30","Tallinn","Järve Amps","Köögiviljapüree kanalihaga",2
"2018-03-22","Tallinn","Lasnamäe 2 Daily","Küpsetatud kana gyros **",1.2
"2018-03-21","Tallinn","Tähesaju Kohvik","Sõrnikud",2.5
"2018-04-09","Tartu","Kohtu Kohvik","Seapraad praekapsaga",3.7
"2017-11-30","Tallinn","Kompass","Hapukapsasupp suitsulihaga",2.7
"2018-03-07","Tallinn","Mets Restoran","Porgandikotlet",3.5
"2017-12-05","Tallinn","Restoran Platz","Vürtsikilusalat musta leiva, keedumuna ja marineeritud sibulaga",4.8
"2018-05-01","Tartu","Burro","Tacod kalaga",4.5
"2018-05-07","Tallinn","La Tabla","Marineeritud köögiviljade salat rediste, kirsstomatite, suhkruherne, peedikreemi ja spinatipuruga",3.5
"2018-06-18","Tartu","Rebase Söögituba","Lihapajaroog karamelliseeritud porgandi-sibulaga",2.7
"2018-02-14","Tallinn","Veski Kõrts","Kanakarri",4.1
"2018-01-30","Tallinn","Tatari Söögituba","Tomatine sealihasupp musta oaga",2.15
"2017-10-24","Tallinn","HIIU Lounge","Sealihaguljašš",3.5
"2018-04-09","Tartu","Kohvik Rabarber","Tomati-köögiviljapüreesupp",2
"2018-04-24","Tallinn","Vernalia kohvik","Praetud sealiha sibulaga",4
"2018-06-22","Tallinn","Restoran Platz","Värske roheline salat sinihallitusjuustuga ja arbuusiga",5
"2018-05-04","Tallinn","Butterfly Lounge","Kreemine pasta soolalõhe ja wakame salatiga",5.5
